,Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Location,City,Latitude,Longitude,Rent_per_bed,Rent_per_bath
7383,"Nasayem Avenue, Mirdif Hills, Mirdif, Dubai",40871.934604904636,3,2,Apartment,2839,14.396595493097792,High,Yearly,Unfurnished,For Rent,Mirdif,Dubai,25.2211708,55.4224204,13623.978201634878,20435.967302452318
7384,"Downtown Views II Tower 2, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",40871.934604904636,1,2,Apartment,740,55.23234406068194,High,Yearly,Furnished,For Rent,Za'Abeel,Dubai,25.21683265,55.30011608643647,40871.934604904636,20435.967302452318
7385,"Uptown Mirdif, Mirdif, Dubai",40871.934604904636,4,2,Villa,2900,14.09377055341539,High,Yearly,Unfurnished,For Rent,Mirdif,Dubai,25.2211708,55.4224204,10217.983651226159,20435.967302452318
7386,"Sun, Arabian Ranches 3, Dubai",40871.934604904636,3,2,Townhouse,1932,21.155245654712544,High,Yearly,Unfurnished,For Rent,Arabian Ranches 3,Dubai,25.0651524,55.3227884,13623.978201634878,20435.967302452318
7387,"Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",40871.934604904636,1,2,Apartment,625,65.39509536784742,High,Yearly,Furnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,40871.934604904636,20435.967302452318
7388,"Creek Edge Tower 1, Creek Edge, Dubai Creek Harbour, Dubai",40871.934604904636,2,2,Apartment,1057,38.66786622980571,High,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,20435.967302452318,20435.967302452318
7389,"Palmera 2, Palmera, Arabian Ranches, Dubai",40871.934604904636,2,2,Villa,1888,21.64827044751305,High,Yearly,Unfurnished,For Rent,Arabian Ranches,Dubai,25.04875135,55.26728851815184,20435.967302452318,20435.967302452318
7390,"Mirdif Mall, Mirdif, Dubai",40871.934604904636,4,2,Villa,3500,11.677695601401322,High,Yearly,Unfurnished,For Rent,Mirdif,Dubai,25.2211708,55.4224204,10217.983651226159,20435.967302452318
7391,"Dune Residency, JVC District 17, Jumeirah Village Circle (JVC), Dubai",40871.934604904636,3,2,Apartment,2400,17.029972752043598,High,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,13623.978201634878,20435.967302452318
7392,"La Rosa 2, La Rosa, Villanova, Dubailand, Dubai",40871.934604904636,3,2,Townhouse,1947,20.992262252133866,High,Yearly,Unfurnished,For Rent,Dubailand,Dubai,25.05865715,55.245999207609245,13623.978201634878,20435.967302452318
7393,"Bonnington Tower, JLT Cluster J, Jumeirah Lake Towers (JLT), Dubai",40871.934604904636,2,2,Apartment,936,43.66659680011178,High,Yearly,Furnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,20435.967302452318,20435.967302452318
7394,"Villanova, Dubailand, Dubai",40871.934604904636,3,2,Townhouse,1947,20.992262252133866,High,Yearly,Unfurnished,For Rent,Dubailand,Dubai,25.05865715,55.245999207609245,13623.978201634878,20435.967302452318
7395,"Al Habtoor City, Business Bay, Dubai",40871.934604904636,2,2,Apartment,1511,27.049592723298897,High,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,20435.967302452318
7396,"Manazel Al Safa, Business Bay, Dubai",40871.934604904636,2,2,Apartment,1628,25.105610936673607,High,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,20435.967302452318
7397,"Manazel Al Safa, Business Bay, Dubai",40871.934604904636,2,2,Apartment,1650,24.77086945776567,High,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,20435.967302452318
7398,"La Rosa 3, La Rosa, Villanova, Dubailand, Dubai",40871.934604904636,3,2,Villa,1756,23.275589182747513,High,Yearly,Unfurnished,For Rent,Dubailand,Dubai,25.05865715,55.245999207609245,13623.978201634878,20435.967302452318
7399,"Executive Tower B (East Heights 4), Executive Towers, Business Bay, Dubai",40871.934604904636,2,2,Apartment,1605,25.465379816139954,High,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,20435.967302452318
7400,"Mirdif Avenue Mall, Mirdif, Dubai",40871.934604904636,4,2,Villa,3950,10.347325215258856,High,Yearly,Unfurnished,For Rent,Mirdif,Dubai,25.2211708,55.4224204,10217.983651226159,20435.967302452318
7401,"Mirdif Residence, Mirdif, Dubai",40871.934604904636,3,2,Villa,4000,10.217983651226158,High,Yearly,Furnished,For Rent,Mirdif,Dubai,25.2211708,55.4224204,13623.978201634878,20435.967302452318
7402,"Manazel Al Safa, Business Bay, Dubai",40871.934604904636,2,2,Apartment,1600,25.544959128065397,High,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,20435.967302452318
7403,"Uptown Mirdif, Mirdif, Dubai",40871.934604904636,4,2,Villa,3000,13.623978201634877,High,Yearly,Unfurnished,For Rent,Mirdif,Dubai,25.2211708,55.4224204,10217.983651226159,20435.967302452318
7404,"Emaar South, Dubai South, Dubai",40871.934604904636,4,2,Apartment,2486,16.440842560299533,High,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,10217.983651226159,20435.967302452318
7405,"Binghatti Luna, JVC District 12, Jumeirah Village Circle (JVC), Dubai",40871.934604904636,3,2,Penthouse,1492,27.39405804618273,High,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,13623.978201634878,20435.967302452318
7406,"Roda Al Murooj, Al Murooj Complex, DIFC, Dubai",40871.934604904636,1,2,Apartment,700,58.38847800700662,High,Yearly,Furnished,For Rent,Difc,Dubai,25.21282585,55.277634848521615,40871.934604904636,20435.967302452318
7407,"Marriott Executive Apartments, Al Jaddaf, Dubai",40871.934604904636,1,2,Hotel Apartment,915,44.668780988966816,High,Yearly,Furnished,For Rent,Al Jaddaf,Dubai,25.2142937,55.324569,40871.934604904636,20435.967302452318
7408,"Mercure Barsha Heights Hotel Suites & Apartments, Barsha Heights (Tecom), Dubai",40871.934604904636,2,2,Apartment,1923,21.25425616348774,High,Yearly,Furnished,For Rent,Barsha Heights (Tecom),Dubai,25.0982842,55.1757823,20435.967302452318,20435.967302452318
7409,"Asayel, Madinat Jumeirah Living, Umm Suqeim, Dubai",40871.934604904636,1,2,Apartment,772,52.9429204726744,High,Yearly,Unfurnished,For Rent,Umm Suqeim,Dubai,25.1647586,55.2187285,40871.934604904636,20435.967302452318
7410,"Act One, Act One | Act Two Towers, Opera District, Downtown Dubai, Dubai",40871.934604904636,1,2,Apartment,720,56.76657584014531,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,40871.934604904636,20435.967302452318
7411,"Al Jaddaf, Dubai",40871.934604904636,1,2,Hotel Apartment,1076,37.98506933541322,High,Yearly,Furnished,For Rent,Al Jaddaf,Dubai,25.2075039,55.3224277,40871.934604904636,20435.967302452318
7412,"Meera Tower, Al Habtoor City, Business Bay, Dubai",40871.934604904636,2,2,Apartment,1376,29.703440846587668,High,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,20435.967302452318
7413,"Noor Townhouses, Town Square, Dubai",40871.934604904636,3,2,Townhouse,2118,19.29741955040872,High,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,13623.978201634878,20435.967302452318
7414,"The Springs 5, The Springs, Dubai",40871.934604904636,2,2,Villa,2820,14.493593831526464,High,Yearly,Unfurnished,For Rent,The Springs,Dubai,25.05995825,55.18239787686163,20435.967302452318,20435.967302452318
7415,"Al Jaddaf, Dubai",40871.934604904636,1,2,Hotel Apartment,700,58.38847800700662,High,Yearly,Furnished,For Rent,Al Jaddaf,Dubai,25.2075039,55.3224277,40871.934604904636,20435.967302452318
7416,"Manazel Al Safa, Business Bay, Dubai",40871.934604904636,2,3,Apartment,1600,25.544959128065397,High,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,13623.978201634878
7417,"Burj Khalifa, Downtown Dubai, Dubai",40871.934604904636,0,1,Apartment,546,74.85702308590592,High,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,40871.934604904636,40871.934604904636
7418,"Dubai Marina Moon Tower, Dubai Marina, Dubai",40871.934604904636,1,2,Apartment,693,58.97826061313801,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,40871.934604904636,20435.967302452318
7419,"8 Boulevard Walk, Mohammad Bin Rashid Boulevard, Downtown Dubai, Dubai",40871.934604904636,1,1,Apartment,887,46.078843973962385,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,40871.934604904636,40871.934604904636
7420,"The Residences at District One, District One, Mohammed Bin Rashid City, Dubai",40871.934604904636,1,2,Apartment,1490,27.43082859389573,High,Yearly,Furnished,For Rent,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724,40871.934604904636,20435.967302452318
7421,"Cayan Tower, Dubai Marina, Dubai",40871.934604904636,1,2,Apartment,875,46.71078240560529,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,40871.934604904636,20435.967302452318
7422,"Seven Palm, Palm Jumeirah, Dubai",40871.934604904636,1,1,Apartment,642,63.663449540349895,High,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.10019025,55.11853499506269,40871.934604904636,40871.934604904636
7423,"Meera Tower, Al Habtoor City, Business Bay, Dubai",40871.934604904636,2,3,Apartment,1376,29.703440846587668,High,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,13623.978201634878
7424,"Hayat Townhouses, Town Square, Dubai",40871.934604904636,3,4,Villa,2018,20.253684145146,High,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,13623.978201634878,10217.983651226159
7425,"Marriott Executive Apartments, Al Jaddaf, Dubai",40871.934604904636,1,2,Hotel Apartment,808,50.584077481317614,High,Yearly,Furnished,For Rent,Al Jaddaf,Dubai,25.2142937,55.324569,40871.934604904636,20435.967302452318
7426,"Dukes The Palm, Palm Jumeirah, Dubai",40871.934604904636,0,1,Apartment,527,77.5558531402365,High,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.10019025,55.11853499506269,40871.934604904636,40871.934604904636
7427,"Amaranta 3, Amaranta, Villanova, Dubailand, Dubai",40871.934604904636,3,4,Townhouse,1729,23.639059921865027,High,Yearly,Unfurnished,For Rent,Dubailand,Dubai,25.05865715,55.245999207609245,13623.978201634878,10217.983651226159
7428,"API Barsha Heights Tower, Barsha Heights (Tecom), Dubai",40871.934604904636,2,4,Apartment,1645,24.846160852861036,High,Yearly,Unfurnished,For Rent,Barsha Heights (Tecom),Dubai,25.0982842,55.1757823,20435.967302452318,10217.983651226159
7429,"Amwaj 4, Amwaj, Jumeirah Beach Residence (JBR), Dubai",40871.934604904636,2,3,Apartment,1276,32.03129671230771,High,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,20435.967302452318,13623.978201634878
7430,"Murjan 6, Murjan, Jumeirah Beach Residence (JBR), Dubai",40871.934604904636,2,3,Apartment,1350,30.275507114744173,High,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,20435.967302452318,13623.978201634878
7431,"Mercure Barsha Heights Hotel Suites & Apartments, Barsha Heights (Tecom), Dubai",40871.934604904636,2,2,Hotel Apartment,645,63.36734047272036,High,Yearly,Furnished,For Rent,Barsha Heights (Tecom),Dubai,25.0982842,55.1757823,20435.967302452318,20435.967302452318
7432,"Ocean Heights, Dubai Marina, Dubai",40871.934604904636,3,3,Apartment,1412,28.94612932358685,High,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,13623.978201634878,13623.978201634878
7433,"Meera Tower, Al Habtoor City, Business Bay, Dubai",40871.934604904636,2,3,Apartment,1371,29.811768493730586,High,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,13623.978201634878
7434,"Manazel Al Safa, Business Bay, Dubai",40871.934604904636,2,3,Apartment,1600,25.544959128065397,High,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,13623.978201634878
7435,"Reem Townhouses, Town Square, Dubai",40871.934604904636,3,4,Apartment,2054,19.898702340599456,High,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,13623.978201634878,10217.983651226159
7436,"Joy, Arabian Ranches 3, Dubai",40871.934604904636,3,3,Townhouse,1400,29.19423900350331,High,Yearly,Unfurnished,For Rent,Arabian Ranches 3,Dubai,25.0651524,55.3227884,13623.978201634878,13623.978201634878
7437,"Park Tower B, Park Towers, DIFC, Dubai",40871.934604904636,2,3,Apartment,1282,31.881384247195502,High,Yearly,Unfurnished,For Rent,Difc,Dubai,25.21282585,55.277634848521615,20435.967302452318,13623.978201634878
7438,"Mercure Barsha Heights Hotel Suites & Apartments, Barsha Heights (Tecom), Dubai",40871.934604904636,2,2,Hotel Apartment,1299,31.46415289061173,High,Yearly,Furnished,For Rent,Barsha Heights (Tecom),Dubai,25.0982842,55.1757823,20435.967302452318,20435.967302452318
7439,"The Pulse Villas, The Pulse, Residential District, Dubai South, Dubai",40871.934604904636,3,5,Townhouse,2218,18.42738259914546,High,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,13623.978201634878,8174.386920980927
7440,"Meera Tower, Al Habtoor City, Business Bay, Dubai",40871.934604904636,2,3,Apartment,1425,28.6820593718629,High,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,13623.978201634878
7441,"Park Tower A, Park Towers, DIFC, Dubai",40871.934604904636,2,4,Apartment,1340,30.501443735003456,High,Yearly,Unfurnished,For Rent,Difc,Dubai,25.21282585,55.277634848521615,20435.967302452318,10217.983651226159
7442,"Address Harbour Point, Dubai Creek Harbour, Dubai",40871.934604904636,1,2,Apartment,731,55.91235924063561,High,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,40871.934604904636,20435.967302452318
7443,"Ayedh Tower, Al Jaddaf, Dubai",40871.934604904636,4,4,Apartment,2000,20.435967302452315,High,Yearly,Unfurnished,For Rent,Al Jaddaf,Dubai,25.2075039,55.3224277,10217.983651226159,10217.983651226159
7444,"Dukes The Palm, Palm Jumeirah, Dubai",40871.934604904636,0,1,Apartment,527,77.5558531402365,High,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,40871.934604904636,40871.934604904636
7445,"Manazel Al Safa, Business Bay, Dubai",40871.934604904636,2,3,Apartment,1626,25.136491146927813,High,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,20435.967302452318,13623.978201634878
7446,"Vintage Grand Hotel, Dubai Production City (IMPZ), Dubai",41416.89373297003,2,2,Hotel Apartment,1119,37.01241620462022,High,Yearly,Furnished,For Rent,Dubai Production City (Impz),Dubai,25.0249925,55.1896223,20708.446866485014,20708.446866485014
7447,"Creek Edge Tower 1, Creek Edge, Dubai Creek Harbour, Dubai",41416.89373297003,2,2,Apartment,1041,39.78568081937563,High,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,20708.446866485014,20708.446866485014
7448,"Burj Crown, Downtown Dubai, Dubai",41416.89373297003,2,2,Apartment,1071,38.67123597849676,High,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,20708.446866485014,20708.446866485014
7449,"Address Harbour Point Tower 1, Address Harbour Point, Dubai Creek Harbour, Dubai",41689.100817438695,1,2,Apartment,728,57.2652483756026,High,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,41689.100817438695,20844.550408719348
7450,"Executive Residences 2, Executive Residences, Dubai Hills Estate, Dubai",41689.37329700273,2,2,Apartment,990,42.11047807778053,High,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,20844.686648501363,20844.686648501363
7451,"Vida Residence Downtown, Downtown Dubai, Dubai",41689.37329700273,1,2,Apartment,731,57.03060642544831,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,41689.37329700273,20844.686648501363
7452,"Bahar 1, Bahar, Jumeirah Beach Residence (JBR), Dubai",41689.37329700273,2,2,Apartment,1300,32.068748690002096,High,Yearly,Furnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,20844.686648501363,20844.686648501363
7453,"1 Residences Building 1, 1 Residences, Wasl 1, Al Kifaf, Bur Dubai, Dubai",41961.58038147139,2,2,Apartment,1428,29.38486021111442,High,Yearly,Unfurnished,For Rent,Bur Dubai,Dubai,25.23559045,55.29672026315799,20980.790190735694,20980.790190735694
7454,"Creekside 18 Tower B, Creekside 18, Dubai Creek Harbour, Dubai",41961.852861035426,2,2,Apartment,1124,37.332609306971015,High,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,20980.926430517713,20980.926430517713
7455,"Downtown Views II Tower 3, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",41961.852861035426,2,2,Apartment,1204,34.852037259996195,High,Yearly,Unfurnished,For Rent,Za'Abeel,Dubai,25.21683265,55.30011608643647,20980.926430517713,20980.926430517713
7456,"Boulevard Central 1, Boulevard Central, Downtown Dubai, Dubai",41961.852861035426,2,2,Apartment,1200,34.96821071752952,High,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,20980.926430517713,20980.926430517713
7457,"Creekside 18 Tower B, Creekside 18, Dubai Creek Harbour, Dubai",41961.852861035426,2,2,Apartment,1122,37.39915584762515,High,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,20980.926430517713,20980.926430517713
7458,"MAG City, District 7, Mohammed Bin Rashid City, Dubai",41961.852861035426,2,2,Townhouse,1187,35.35118185428426,High,Yearly,Unfurnished,For Rent,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724,20980.926430517713,20980.926430517713
7459,"Al Andalus Tower E, Al Andalus, Jumeirah Golf Estates, Dubai",41961.852861035426,2,2,Apartment,1262,33.25027960462394,High,Yearly,Unfurnished,For Rent,Jumeirah Golf Estates,Dubai,25.0203281,55.20083862592119,20980.926430517713,20980.926430517713
7460,"Marina Vista Tower 1, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai",42207.08446866485,1,2,Apartment,871,48.45819112361062,High,Yearly,Unfurnished,For Rent,Dubai Harbour,Dubai,25.0956188,55.13800090659106,42207.08446866485,21103.542234332424
7461,"Azure Residences, Palm Jumeirah, Dubai",42231.607629427795,1,2,Apartment,1142,36.98039196972661,High,Yearly,Unfurnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,42231.607629427795,21115.803814713898
7462,"The Terraces, Sobha Hartland, Dubai",42231.607629427795,2,2,Apartment,1132,37.30707387758639,High,Yearly,Unfurnished,For Rent,Sobha Hartland,Dubai,25.177246,55.30791298414965,21115.803814713898,21115.803814713898
7463,"Cayan Tower, Dubai Marina, Dubai",42233.787465940055,1,2,Apartment,875,48.26718567536007,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,42233.787465940055,21116.893732970027
7464,"Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai",42234.05994550409,1,1,Apartment,728,58.013818606461655,High,Yearly,Furnished,For Rent,Dubai Harbour,Dubai,25.0956188,55.13800090659106,42234.05994550409,42234.05994550409
7465,"Bahar 4, Bahar, Jumeirah Beach Residence (JBR), Dubai",42234.05994550409,2,2,Apartment,1450,29.126937893451093,High,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,21117.029972752043,21117.029972752043
7466,"Jumeirah Bay X1, JLT Cluster X (Jumeirah Bay Towers), Jumeirah Lake Towers (JLT), Dubai",42234.05994550409,2,2,Apartment,1489,28.364042945268025,High,Yearly,Unfurnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,21117.029972752043,21117.029972752043
7467,"Cayan Tower, Dubai Marina, Dubai",42234.05994550409,1,2,Apartment,875,48.2674970805761,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,42234.05994550409,21117.029972752043
7468,"Forte 1, Forte, Downtown Dubai, Dubai",42234.05994550409,2,2,Apartment,1089,38.78242419238208,High,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,21117.029972752043,21117.029972752043
7469,"Rimal 1, Rimal, Jumeirah Beach Residence (JBR), Dubai",42234.05994550409,2,2,Apartment,1405,30.05982914270753,High,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,21117.029972752043,21117.029972752043
7470,"Executive Tower C, Executive Towers, Business Bay, Dubai",42234.05994550409,2,2,Apartment,1410,29.95323400390361,High,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,21117.029972752043,21117.029972752043
7471,"Mira Oasis 3, Mira Oasis, Reem, Dubai",42234.05994550409,3,2,Villa,2370,17.820278458018603,High,Yearly,Unfurnished,For Rent,Reem,Dubai,25.0315993,55.275689057829474,14078.019981834695,21117.029972752043
7472,"Executive Residences 2, Executive Residences, Dubai Hills Estate, Dubai",42234.05994550409,2,2,Apartment,993,42.53178242246132,High,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,21117.029972752043,21117.029972752043
7473,"Vida Residence Downtown, Downtown Dubai, Dubai",42234.05994550409,1,2,Apartment,730,57.85487664850137,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,42234.05994550409,21117.029972752043
7474,"Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",42234.05994550409,3,2,Apartment,1571,26.883551843096175,High,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,14078.019981834695,21117.029972752043
7475,"Al Reem 2, Al Reem, Arabian Ranches, Dubai",42234.05994550409,2,2,Townhouse,2000,21.117029972752043,High,Yearly,Unfurnished,For Rent,Arabian Ranches,Dubai,25.04875135,55.26728851815184,21117.029972752043,21117.029972752043
7476,"Artesia B, Artesia, DAMAC Hills, Dubai",42234.05994550409,3,2,Apartment,1650,25.596399966972175,High,Yearly,Furnished,For Rent,Damac Hills,Dubai,25.0264384,55.251228,14078.019981834695,21117.029972752043
7477,"Marina Opal Tower, Dubai Marina, Dubai",42234.05994550409,2,2,Apartment,1546,27.31827940054496,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,21117.029972752043,21117.029972752043
7478,"Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai",42234.05994550409,1,2,Apartment,728,58.013818606461655,High,Yearly,Furnished,For Rent,Dubai Harbour,Dubai,25.0956188,55.13800090659106,42234.05994550409,21117.029972752043
7479,"1 Residences Building 2, 1 Residences, Wasl 1, Al Kifaf, Bur Dubai, Dubai",42234.05994550409,2,2,Apartment,1545,27.33596112977611,High,Yearly,Unfurnished,For Rent,Bur Dubai,Dubai,25.23559045,55.29672026315799,21117.029972752043,21117.029972752043
7480,"Boulevard Point, Downtown Dubai, Dubai",42234.05994550409,1,2,Apartment,850,49.68712934765188,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,42234.05994550409,21117.029972752043
7481,"DAMAC Heights, Dubai Marina, Dubai",42234.05994550409,1,2,Apartment,959,44.03968711731396,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,42234.05994550409,21117.029972752043
7482,"Burj Vista 2, Burj Vista, Downtown Dubai, Dubai",42234.05994550409,1,2,Apartment,961,43.94803324193974,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,42234.05994550409,21117.029972752043
7483,"Euro Residence, Barsha Heights (Tecom), Dubai",42234.05994550409,2,2,Apartment,1191,35.46100751091863,High,Yearly,Furnished,For Rent,Barsha Heights (Tecom),Dubai,25.0982842,55.1757823,21117.029972752043,21117.029972752043
7484,"Blue Tower, Sheikh Zayed Road, Dubai",42234.05994550409,3,2,Apartment,2000,21.117029972752043,High,Yearly,Unfurnished,For Rent,Sheikh Zayed Road,Dubai,25.21762295,55.27828309,14078.019981834695,21117.029972752043
7485,"The Springs 5, The Springs, Dubai",42234.05994550409,2,2,Villa,1646,25.658602640326976,High,Yearly,Unfurnished,For Rent,The Springs,Dubai,25.05995825,55.18239787686163,21117.029972752043,21117.029972752043
7486,"Al Murjan Tower, Dubai Marina Towers, Dubai Marina, Dubai",42234.05994550409,1,2,Apartment,1525,27.69446553803547,High,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,42234.05994550409,21117.029972752043
7487,"Azure Residences, Palm Jumeirah, Dubai",42234.05994550409,1,1,Apartment,1143,36.95018367935616,High,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.10019025,55.11853499506269,42234.05994550409,42234.05994550409
7488,"Reem Townhouses, Town Square, Dubai",42234.05994550409,3,4,Townhouse,2229,18.947536987664463,High,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,14078.019981834695,10558.514986376022
7489,"Marina Vista Tower 2, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai",42234.33242506812,1,1,Apartment,742,56.91958547852846,High,Yearly,Furnished,For Rent,Dubai Harbour,Dubai,25.0956188,55.13800090659106,42234.33242506812,42234.33242506812
7490,"Mira Oasis 3, Mira Oasis, Reem, Dubai",42234.33242506812,3,4,Villa,3222,13.108110622305437,High,Yearly,Unfurnished,For Rent,Reem,Dubai,25.0315993,55.275689057829474,14078.11080835604,10558.58310626703
7491,"Attareen, The Old Town Island, Downtown Dubai, Dubai",42234.33242506812,1,2,Apartment,1033,40.88512335437378,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,42234.33242506812,21117.16621253406
7492,"La Rosa 3, La Rosa, Villanova, Dubailand, Dubai",42234.33242506812,3,4,Townhouse,1847,22.866449607508457,High,Yearly,Unfurnished,For Rent,Dubailand,Dubai,25.05865715,55.245999207609245,14078.11080835604,10558.58310626703
7493,"Rimal 1, Rimal, Jumeirah Beach Residence (JBR), Dubai",42234.33242506812,2,2,Apartment,1405,30.0600230783403,High,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,21117.16621253406,21117.16621253406
7494,"The Springs 11, The Springs, Dubai",42234.33242506812,2,3,Townhouse,1857,22.743313098092646,High,Yearly,Unfurnished,For Rent,The Springs,Dubai,25.05995825,55.18239787686163,21117.16621253406,14078.11080835604
7495,"The Terraces North, The Terraces, Sobha Hartland, Dubai",42234.33242506812,2,4,Apartment,1146,36.853693215591726,High,Yearly,Unfurnished,For Rent,Sobha Hartland,Dubai,25.177246,55.30791298414965,21117.16621253406,10558.58310626703
