instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area
25-02-2010,4077020,COMPLETED,Land,Industrial,Jabal Ali Industrial First,996.76
25-02-2010,4636205,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,2778.82
4/3/10,10140000,COMPLETED,Land,Industrial,Trade Center First,1449.32
4/3/10,5200000,COMPLETED,Land,Industrial,Trade Center First,1207.74
4/2/10,856160,COMPLETED,Land,Agricultural,Al Khawaneej First,3908.3
14-02-2010,14000000,COMPLETED,Land,Residential,Jumeirah Third,1142.71
23-02-2010,6163300,COMPLETED,Land,Commercial,Al Baraha,440.45
21-03-2010,34000000,COMPLETED,Land,,Al Bada,9816.13
28-02-2010,1804380,COMPLETED,Land,,Al Warsan Third,2793.87
4/3/10,47125980,COMPLETED,Land,Commercial,Nad Al Hamar,24323.03
22-03-2010,4000000,COMPLETED,Land,Residential,Al Mizhar First,1393.55
8/3/10,23178300,COMPLETED,Land,,Al Barsha First,6925.55
21-03-2010,24000000,COMPLETED,Land,Residential,Al Twar First,3985.54
28-03-2010,17000000,COMPLETED,Land,Commercial,Al Buteen,436.37
30-03-2010,27000000,COMPLETED,Land,Residential,Al Barsha First,5574.18
25-03-2010,9000000,COMPLETED,Land,Commercial,Al Nahda Second,1858.06
31-03-2010,39600000,COMPLETED,Land,Commercial,Oud Metha,3678.96
13-04-2010,7500000,COMPLETED,Land,Residential,Jumeirah First,1577.86
6/4/10,23160000,COMPLETED,Land,Commercial,Al Garhoud,3586.06
11/4/10,14239360,COMPLETED,Land,Commercial,Al Hebiah Fourth,4134
11/4/10,15738000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,974.87
3/5/10,19000000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,662.21
3/5/10,16000000,COMPLETED,Land,Commercial,Al Hamriya,1265.41
21-04-2010,15510000,COMPLETED,Land,Commercial,Al Goze Fourth,8732.88
15-04-2010,1180500,COMPLETED,Land,Residential,Hor Al Anz,218.7
15-04-2010,800000,COMPLETED,Land,Commercial,Hor Al Anz,185.79
2/5/10,21572100,COMPLETED,Land,Residential,Al Qusais Industrial Fourth,4453.58
2/5/10,3500000,COMPLETED,Land,,Al Bada,217.76
3/5/10,45000000,COMPLETED,Land,Commercial,Um Suqaim Second,7822.71
26-04-2010,1495650,COMPLETED,Land,Commercial,Al Karama,400.4
23-05-2010,5800000,COMPLETED,Land,Residential,Al Wasl,1840.97
5/5/10,4171700,COMPLETED,Land,Commercial,Naif,287.26
5/5/10,1380000,COMPLETED,Land,Commercial,Al Muteena,320.54
5/5/10,2069200,COMPLETED,Land,Commercial,Al Murqabat,274.82
5/5/10,1000000,COMPLETED,Land,Commercial,Hor Al Anz,186.74
23-02-2010,12169920,COMPLETED,Land,Commercial,Hor Al Anz East,1413.56
23-02-2010,17640000,COMPLETED,Land,Sports Club,Al Mamzer,9104.49
23-02-2010,20792700,COMPLETED,Land,Residential,Al Mamzer,4292.68
23-02-2010,16800000,COMPLETED,Land,Residential,Mirdif,5574.18
23-02-2010,51796500,COMPLETED,Land,,Al Hamriya,2749.65
23-02-2010,1548540,COMPLETED,Land,Electricity Station,Marsa Dubai,2397.73
23-02-2010,32416000,COMPLETED,Land,Residential,Al Hamriya,1882.21
15-02-2010,850000,COMPLETED,Unit,Flat,Marsa Dubai,66.33
25-02-2010,750000,COMPLETED,Unit,Flat,Marsa Dubai,85.38
21-02-2010,13289200,COMPLETED,Land,Industrial,Al Goze Industrial First,7543.73
28-02-2010,1900000,COMPLETED,Land,Parking,Trade Center Second,1551.48
21-03-2010,27000000,COMPLETED,Land,Commercial,Jumeirah First,4518.52
28-02-2010,82000000,COMPLETED,Land,Residential,Jumeirah First,9075.88
9/3/10,4500000,COMPLETED,Land,Residential,Jumeirah First,609.44
4/3/10,6320268,COMPLETED,Land,Residential,Hor Al Anz,1467.87
8/3/10,800000,COMPLETED,Land,Commercial,Hor Al Anz,185.7
8/3/10,1191850,COMPLETED,Land,Commercial,Port Saeed,201.32
8/4/10,8711850,COMPLETED,Land,,Al Barshaa South Third,2312.45
11/3/10,2944200,COMPLETED,Land,Commercial,Al Dhagaya,390.75
11/3/10,6090000,COMPLETED,Land,Commercial,Eyal Nasser,404.12
11/3/10,1500000,COMPLETED,Land,Residential,Mirdif,696.77
25-03-2010,1350000,COMPLETED,Building,Villa,Al Thanayah Fourth,179.9
25-03-2010,1600000,COMPLETED,Land,Residential,Al Mizhar First,594.58
5/4/10,2000000,COMPLETED,Unit,Flat,Palm Jumeirah,144.07
30-03-2010,10000000,COMPLETED,Land,Commercial,Naif,130.9
30-03-2010,6000000,COMPLETED,Land,Residential,Um Ramool,1817.18
31-03-2010,24000000,COMPLETED,Land,Commercial,Al Khabeesi,3716.12
31-03-2010,11200000,COMPLETED,Land,Commercial,Um Ramool,3716.12
8/4/10,48000000,COMPLETED,Land,Commercial,Port Saeed,5574.2
6/4/10,1700000,COMPLETED,Land,Commercial,Al Ras,100.06
8/4/10,5250000,COMPLETED,Land,Commercial,Al Warqa First,1393.55
6/4/10,46740000,COMPLETED,Land,Residential,Um Suqaim Second,5427.86
6/4/10,7000000,COMPLETED,Land,Labor Camp,Jabal Ali Industrial First,1858.06
19-04-2010,1600000,COMPLETED,Unit,Flat,Marsa Dubai,164.99
19-04-2010,4800000,COMPLETED,Land,Residential,Um Suqaim Second,2787.1
21-04-2010,15349425,COMPLETED,Land,Residential,Al Mizhar Second,8148.62
26-05-2010,7534550,COMPLETED,Land,Agricultural,Al Lusaily,72535.66
26-04-2010,3509000,COMPLETED,Land,Commercial,Al Khawaneej Second,592.72
2/5/10,3597000,COMPLETED,Land,Commercial,Al Murqabat,568.79
15-04-2010,72000000,COMPLETED,Land,Residential,Al Saffa First,13719.25
15-04-2010,37678000,COMPLETED,Land,Residential Flats,Marsa Dubai,3500.4
3/5/10,2100000,COMPLETED,Building,Villa,Al Thanayah Fourth,490.07
21-04-2010,4544010,COMPLETED,Land,Commercial,Al Warqa First,1455.7
21-04-2010,6795290,COMPLETED,Land,Commercial,Al Nahda Second,1468.15
26-04-2010,8900150,COMPLETED,Land,Industrial,Al Goze Industrial Fourth,3716.12
28-04-2010,26473280,COMPLETED,Land,Industrial,Al Goze Industrial Third,8223.5
29-04-2010,7500000,COMPLETED,Land,Residential,Um Al Sheif,2695.02
23-05-2010,5500000,COMPLETED,Land,Residential,Um Suqaim First,932.84
12/5/10,2875600,COMPLETED,Land,Industrial,Al Goze Industrial Third,1243.97
5/5/10,1200000,COMPLETED,Land,Commercial,Al Ras,100.06
6/5/10,22503000,COMPLETED,Land,Commercial,Al Mamzer,3216.3
6/5/10,28858800,COMPLETED,Land,Commercial,Al Qusais Second,4468.45
6/5/10,16104000,COMPLETED,Land,Residential,Jumeirah Second,2493.52
6/5/10,16500000,COMPLETED,Land,Residential,Jumeirah Third,2787.09
12/5/10,5250000,COMPLETED,Land,Residential,Al Warqa First,1393.55
31-05-2010,1450000,COMPLETED,Land,Residential,Al Goze First,598.2
19-05-2010,4600000,COMPLETED,Land,Commercial,Naif,231.01
17-05-2010,2550000,COMPLETED,Land,Residential,Al Barsha Second,1393.55
27-05-2010,125000000,COMPLETED,Land,,Muhaisanah First,34085.46
30-05-2010,976950,COMPLETED,Land,Commercial,Hor Al Anz,196.18
30-05-2010,800000,COMPLETED,Land,Residential,Hor Al Anz,107.23
31-05-2010,180000000,COMPLETED,Land,Commercial,Trade Center First,1858.06
30-05-2010,200000000,COMPLETED,Land,Commercial,Trade Center Second,2322.58
22-06-2010,12500000,COMPLETED,Land,Commercial,Al Karama,1021.93
26-05-2010,6260880,COMPLETED,Land,Commercial,Al Barshaa South Third,1530.67
10/6/10,12000000,COMPLETED,Land,Labor Camp,Al Ttay,1858.06
10/6/10,18000000,COMPLETED,Land,Residential,Um Suqaim First,3716.12
15-06-2010,17000000,COMPLETED,Land,Commercial / Offices / Residential,Al Jafliya,2558.81
10/6/10,12000000,COMPLETED,Land,Commercial,Al Khabeesi,1858.06
16-06-2010,4651840,COMPLETED,Land,Commercial,Al Warqa First,1350.53
28-06-2010,3000000,COMPLETED,Unit,Hotel Apartment,Burj Khalifa,160.91
16-06-2010,12100000,COMPLETED,Land,Commercial,Al Karama,1021.93
16-06-2010,1500000,COMPLETED,Land,Residential,Al Satwa,232.26
16-06-2010,4000000,COMPLETED,Land,Residential,Al Jafliya,1426.4
6/7/10,12479400,COMPLETED,Land,Industrial,Jabal Ali Industrial First,1858.13
28-06-2010,8000000,COMPLETED,Land,Commercial,Naif,256.41
22-06-2010,1402500,COMPLETED,Land,Commercial,Al Raffa,260.59
22-06-2010,15000000,COMPLETED,Land,Unit,Al Warqa First,9290.3
6/7/10,4740000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,220.18
1/7/10,6000000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,364.28
6/7/10,5086200,COMPLETED,Land,Commercial,Al Suq Al Kabeer,225.01
6/7/10,4339200,COMPLETED,Land,Commercial,Al Suq Al Kabeer,335.94
8/7/10,750000,COMPLETED,Land,Residential,Al Rashidiya,337.24
6/7/10,12616800,COMPLETED,Land,Industrial,Al Goze Industrial Third,4181
6/7/10,3500350,COMPLETED,Land,Industrial,Muhaisanah Fourth,929.12
6/7/10,7800000,COMPLETED,Land,Industrial,Al Goze Industrial Third,2787.09
8/7/10,1800000,COMPLETED,Land,Residential,Al Rashidiya,929.03
6/7/10,7500000,COMPLETED,Land,Residential,Mirdif,2787.09
12/7/10,1000000,COMPLETED,Unit,Flat,Marsa Dubai,85.38
20-10-2011,174591200,COMPLETED,Land,School,Al Barsha First,108424.12
8/7/10,2317500,COMPLETED,Land,Commercial,Al Ras,84.56
20-10-2011,11014500,COMPLETED,Land,Industrial,Al Goze Industrial Fourth,4598.7
7/7/10,10472000,COMPLETED,Land,Residential,Al Goze Industrial First,2779.66
7/7/10,1600000,COMPLETED,Land,Residential,Al Jafliya,594.58
7/7/10,6261600,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,2908.61
7/7/10,1875000,COMPLETED,Land,Residential,Mirdif,696.77
7/7/10,49599200,COMPLETED,Land,Commercial,Oud Metha,5759.89
7/7/10,512000,COMPLETED,Land,Commercial,Hor Al Anz,148.5
20-10-2011,960000,COMPLETED,Land,Unit,Jumeirah Third,557.42
20-10-2011,30000,COMPLETED,Land,,Nad Al Hamar,37.16
20-10-2011,28000,COMPLETED,Land,,Wadi Al Amardi,37.16
20-07-2010,6500000,COMPLETED,Land,Residential,Al Saffa First,1635.09
19-07-2010,10991220,COMPLETED,Land,Industrial,Al Goze Industrial First,5519.55
20-10-2011,5400000,COMPLETED,Land,Commercial,Al Warqa First,1393.55
20-07-2010,1600000,COMPLETED,Unit,Flat,Al Thanyah Third,155.27
20-10-2011,1875000,COMPLETED,Land,Commercial,Hor Al Anz,232.42
22-07-2010,4500000,COMPLETED,Land,Residential,Al Wasl,1393.55
20-07-2010,35529600,COMPLETED,Land,Commercial,Al Jadaf,2750.67
19-07-2010,3500000,COMPLETED,Land,Residential,Al Bada,232.26
20-07-2010,7001050,COMPLETED,Land,Labor Camp,Jabal Ali Industrial First,1858.34
28-07-2010,1400000,COMPLETED,Unit,Flat,Palm Jumeirah,106.41
20-07-2010,12750000,COMPLETED,Land,Industrial,Al Goze Industrial Fourth,6967.73
28-07-2010,4368900,COMPLETED,Land,,Um Al Sheif,1393.48
28-07-2010,6100000,COMPLETED,Land,Commercial,Al Hamriya,455.38
28-07-2010,1800000,COMPLETED,Land,Residential,Hor Al Anz,232.25
27-07-2010,7779600,COMPLETED,Land,Commercial,Al Murqabat,803.05
27-07-2010,8050000,COMPLETED,Land,Commercial,Al Karama,1068.33
27-07-2010,7694000,COMPLETED,Land,Commercial,Naif,357.28
27-07-2010,174591200,COMPLETED,Land,School,Al Barsha First,108424.12
28-07-2010,1899430,COMPLETED,Land,Residential,Al Barshaa South First,1357.41
28-07-2010,4230000,COMPLETED,Land,Commercial,Al Ras,157.19
11/11/10,1100000,COMPLETED,Building,Villa,Wadi Al Safa 6,209.09
26-01-2012,3716.12,COMPLETED,Land,Commercial,Al Qusais Industrial Third,1858.06
17-08-2010,8422400,COMPLETED,Land,Commercial,Al Mararr,559.12
17-08-2010,4926500,COMPLETED,Land,Residential,Al Manara,915.37
17-08-2010,15391800,COMPLETED,Land,Commercial,Al Murqabat,1588.83
17-08-2010,3912300,COMPLETED,Land,Commercial,Eyal Nasser,404.04
17-08-2010,18850560,COMPLETED,Land,Industrial,Al Goze Third,3648.49
17-08-2010,16172100,COMPLETED,Land,Residential,Al Mamzer,4292.68
17-08-2010,24654400,COMPLETED,Land,Residential Flats,Marsa Dubai,2863.08
17-08-2010,4459800,COMPLETED,Land,Residential,Mirdif,1381.1
17-08-2010,27120000,COMPLETED,Land,Residential,Al Qusais First,4199.22
24-08-2010,8100000,COMPLETED,Land,Commercial,Al Nahda Second,1672.25
7/9/10,2600000,COMPLETED,Land,Residential,Hor Al Anz East,1021.96
6/9/10,46000000,COMPLETED,Land,Commercial,Al Murqabat,2190.19
7/9/10,70000000,COMPLETED,Land,Residential,Jumeirah First,4340.61
7/9/10,1300000,COMPLETED,Building,Villa,Al Thanayah Fourth,243.69
14-09-2010,3027500,COMPLETED,Land,,Al Warsan Third,2787.08
14-09-2010,78446000,COMPLETED,Land,Residential,Jumeirah First,14953.58
7/9/10,2200000,COMPLETED,Land,Residential,Al Satwa,576
6/9/10,110000000,COMPLETED,Land,Commercial,Rega Al Buteen,1914.53
26-07-2010,13820000,COMPLETED,Land,Commercial,Hor Al Anz,1849.22
28-06-2010,9340250,COMPLETED,Land,Industrial,Al Goze Industrial First,3470.95
6/7/10,2100000,COMPLETED,Land,Residential,Al Rashidiya,1040.51
22-06-2010,11106000,COMPLETED,Land,Residential,Al Murqabat,860.71
22-06-2010,1000000,COMPLETED,Land,Residential,Abu Hail,464.38
22-06-2010,5523750,COMPLETED,Land,Commercial,Hor Al Anz,1140.1
22-06-2010,9067050,COMPLETED,Land,Commercial,Al Nahda Second,1871.9
22-06-2010,2250000,COMPLETED,Land,Industrial,Al Goze Industrial Second,696.77
6/7/10,3890400,COMPLETED,Land,Commercial,Al Suq Al Kabeer,301.2
5/7/10,2205600,COMPLETED,Land,Residential,Al Suq Al Kabeer,170.79
6/7/10,28059000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,2605.97
2/11/10,6594750,COMPLETED,Land,Commercial,Al Nahda Second,1361.49
2/11/10,10272000,COMPLETED,Land,Commercial,Al Nahda Second,1590.5
3/11/10,1300000,COMPLETED,Building,Villa,Al Thanayah Fourth,347.09
1/11/10,4646400,COMPLETED,Land,Residential,Al Khabeesi,719.36
3/11/10,2500000,COMPLETED,Unit,Flat,Marsa Dubai,275.23
2/11/10,27494400,COMPLETED,Land,Commercial,Al Rega,2128.59
2/11/10,1350000,COMPLETED,Land,Residential,Naif,250.84
2/11/10,27750000,COMPLETED,Land,Commercial,Al Wasl,2578.06
27-05-2010,28000000,COMPLETED,Land,Agricultural,Al Khawaneej Second,27553.17
11/5/10,250000,COMPLETED,Unit,Flat,Al Warsan First,44.5
12/5/10,750000,COMPLETED,Land,,Al Warsan Third,929.03
12/5/10,18750000,COMPLETED,Land,Commercial,Al Thanyah First,5806.44
12/5/10,10468250,COMPLETED,Land,Industrial,Al Goze Industrial Second,3890.13
31-01-2011,1129615020,COMPLETED,Land,Commercial,Muhaisanah First,200373.63
7/6/10,19000000,COMPLETED,Land,Commercial,World Islands,34776.29
17-05-2010,6777280,COMPLETED,Land,Commercial,Al Safouh First,2518.52
17-05-2010,354427500,COMPLETED,Land,Commercial,Palm Jumeirah,29067.4
2/6/10,6500000,COMPLETED,Land,Commercial,Al Murqabat,515.24
2/6/10,8500000,COMPLETED,Land,Commercial,Al Murqabat,527.13
30-05-2010,20553600,COMPLETED,Land,Commercial,Al Murqabat,1591.24
30-05-2010,13267100,COMPLETED,Land,Commercial,Port Saeed,1760.79
31-05-2010,6550600,COMPLETED,Land,Commercial,Al Hamriya,869.15
27-05-2010,21366400,COMPLETED,Land,Commercial,Port Saeed,1804.72
27-05-2010,7000000,COMPLETED,Land,Industrial,Jabal Ali Industrial First,1858.06
27-05-2010,27984180,COMPLETED,Land,Residential Flats,Al Hebiah Fourth,6190.03
31-05-2010,12000000,COMPLETED,Land,Commercial,Al Khabeesi,1858.06
14-06-2010,1000000,COMPLETED,Unit,Flat,Al Thanyah Third,75.38
22-06-2010,3000000,COMPLETED,Land,Commercial,Al Raffa,570.98
2/6/10,13966700,COMPLETED,Land,Commercial,Muhaisanah Fourth,2359.18
22-06-2010,1000000,COMPLETED,Unit,Flat,Al Thanyah Third,101.69
14-06-2010,5040432,COMPLETED,Land,Residential,Al Barsha South Fourth,2341.36
14-06-2010,10000000,COMPLETED,Land,,Um Suqaim Third,1408.69
15-06-2010,1407200,COMPLETED,Land,Industrial,Al Goze Industrial Fourth,1204.48
15-06-2010,5025300,COMPLETED,Land,Industrial,Al Goze Industrial Fourth,2056.89
14-06-2010,8134640,COMPLETED,Land,Industrial,Al Goze Industrial First,5679.34
10/6/10,2297700,COMPLETED,Land,Commercial,Hor Al Anz,474.36
10/6/10,5000000,COMPLETED,Land,Commercial,Al Hamriya,928.33
10/6/10,33455500,COMPLETED,Land,Residential,Al Hebiah Fourth,12432.47
14-06-2010,1900000,COMPLETED,Unit,Flat,Marsa Dubai,248.31
8/2/10,5346600,COMPLETED,Land,Industrial,Um Ramool,1773.98
8/2/10,23921845,COMPLETED,Land,Industrial,Um Ramool,7533.6
10/2/10,3093750,COMPLETED,Land,Industrial,Al Goze Industrial Fourth,1741.93
7/2/10,5867840,COMPLETED,Land,Industrial,Muhaisanah Second,1703.56
4/3/10,5200000,COMPLETED,Land,Industrial,Trade Center First,1207.74
7/2/10,6353920,COMPLETED,Land,Industrial,Muhaisanah Second,1844.68
8/2/10,3700000,COMPLETED,Land,Industrial,Al Goze Industrial First,1001.59
31-01-2010,9500000,COMPLETED,Land,Residential,Al Manara,1579.35
8/2/10,3400000,COMPLETED,Land,Industrial,Al Goze Industrial Third,1858.15
18-02-2010,10043640,COMPLETED,Land,,Um Suqaim Third,2221.59
10/2/10,15000000,COMPLETED,Land,Residential,Um Suqaim First,2787.09
31-01-2010,1150000,COMPLETED,Unit,Flat,Marsa Dubai,127.18
10/2/10,7000000,COMPLETED,Land,Residential,Um Al Sheif,1858.06
14-02-2010,15500000,COMPLETED,Land,Commercial,Al Baraha,3896.07
10/2/10,14969202,COMPLETED,Land,Agricultural,Al Aweer First,46356.13
15-02-2010,4176000,COMPLETED,Land,Residential,Mirdif,1337.8
25-02-2010,4325920,COMPLETED,Land,Industrial,Jabal Ali Industrial First,1057.61
25-02-2010,1239040,COMPLETED,Land,Industrial,Jabal Ali Industrial First,1046.46
7/2/10,6750000,COMPLETED,Land,Residential,Jumeirah First,1393.55
14-02-2010,9000000,COMPLETED,Land,Residential,Al Rashidiya,4253.38
7/2/10,51369600,COMPLETED,Land,Agricultural,Al Khawaneej First,3908.3
25-02-2010,2937770,COMPLETED,Land,Industrial,Jabal Ali Industrial First,2481.16
25-02-2010,6390720,COMPLETED,Land,Industrial,Muhaisanah Second,1855.37
25-02-2010,5391040,COMPLETED,Land,Industrial,Muhaisanah Second,1565.14
25-02-2010,3588160,COMPLETED,Land,Industrial,Muhaisanah Second,1041.72
11/2/10,750750,COMPLETED,Land,Commercial,Al Dhagaya,90.5
2/3/10,2000000,COMPLETED,Land,Commercial,Al Dhagaya,78.22
25-02-2010,2640000,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,1021.93
23-02-2010,6000000,COMPLETED,Land,Residential,Jumeirah Third,929.03
23-02-2010,24655800,COMPLETED,Land,Residential Flats,Marsa Dubai,4405
15-02-2010,55000000,COMPLETED,Land,Residential,Jumeirah First,5409.93
25-02-2010,55000000,COMPLETED,Land,Commercial,Oud Metha,2599.55
28-02-2010,1903800,COMPLETED,Land,,Al Warsan Third,2947.81
28-02-2010,2699100,COMPLETED,Land,Industrial,Al Goze Industrial Second,1327.77
25-02-2010,4723780,COMPLETED,Land,Industrial,Al Goze Industrial First,2831.31
28-02-2010,685905,COMPLETED,Land,,Al Warsan Third,3486.56
9/3/10,80000000,COMPLETED,Land,Residential,Al Barsha First,1839.78
24-06-2010,6500000,COMPLETED,Land,Commercial,Muhaisanah Fourth,2377.39
21-03-2010,11000000,COMPLETED,Land,Residential,Jumeirah Second,1579.35
8/3/10,27376300,COMPLETED,Land,Industrial,Al Goze Industrial Third,5190.49
8/3/10,143100000,COMPLETED,Land,,Marsa Dubai,6647.21
7/3/10,150738,COMPLETED,Unit,Flat,Al Thanyah Third,70.02
11/3/10,63203200,COMPLETED,Land,Residential Flats,Marsa Dubai,7339.71
23-03-2010,6594750,COMPLETED,Land,Commercial,Al Nahda Second,1361.49
13-04-2010,400000000,COMPLETED,Land,Commercial,Al Safouh Second,5948.65
8/4/10,45000000,COMPLETED,Land,,Jabal Ali Industrial First,33445.08
7/4/10,1700000,COMPLETED,Unit,Flat,Al Thanyah Third,229.98
6/4/10,18000000,COMPLETED,Land,Commercial,Hor Al Anz East,1858.04
6/4/10,8000000,COMPLETED,Land,Industrial,Al Qusais Industrial Third,3716.12
5/4/10,76000000,COMPLETED,Land,Residential,Hor Al Anz,9653.63
6/4/10,33300000,COMPLETED,Land,Commercial,Al Wasl,2578.06
6/4/10,2486250,COMPLETED,Land,Residential,Um Suqaim First,513.29
6/4/10,18562500,COMPLETED,Land,Commercial,Al Barsha First,1149.67
6/4/10,21648750,COMPLETED,Land,Residential,Al Barsha First,1608.99
26-04-2010,5500000,COMPLETED,Land,Residential,Al Twar Third,1393.55
13-04-2010,22000000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,513.27
13-04-2010,11941650,COMPLETED,Land,Commercial,Al Barsha First,1056.59
14-04-2010,3535200,COMPLETED,Land,Commercial,Al Karama,410.53
13-04-2010,2310000,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,1021.93
3/5/10,225000000,COMPLETED,Land,Commercial,Al Karama,1950.96
27-05-2010,27200000,COMPLETED,Land,Residential,Al Khawaneej First,14864.48
2/5/10,907500,COMPLETED,Land,Residential,Al Twar Third,1405.16
15-04-2010,4170000,COMPLETED,Land,Commercial,Al Mararr,257.59
15-04-2010,3870000,COMPLETED,Land,Commercial,Al Baraha,299.69
15-04-2010,5362000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,249.07
15-04-2010,14000000,COMPLETED,Land,Commercial,Al Karama,1858.06
26-04-2010,10715250,COMPLETED,Land,Industrial,Al Goze Industrial Fourth,4761.51
3/5/10,28113050,COMPLETED,Land,Agricultural,Wadi Al Amardi,74622.48
12/5/10,6369120,COMPLETED,Land,Industrial,Al Goze Industrial Third,2897.37
3/5/10,6750000,COMPLETED,Land,Commercial,Al Nahda Second,1393.55
3/5/10,754440,COMPLETED,Land,,Al Warsan Third,1168.16
6/5/10,16515600,COMPLETED,Land,Commercial,Al Raffa,1278.62
5/5/10,19380240,COMPLETED,Land,Commercial,Al Nahda First,2500.67
12/5/10,2160000,COMPLETED,Land,Residential,Al Bada,668.9
12/5/10,5442400,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,2528.08
17-05-2010,6600000,COMPLETED,Land,Commercial,Al Barsha First,5134.13
30-05-2010,30460000,COMPLETED,Land,Commercial,Naif,1414.91
30-05-2010,2665300,COMPLETED,Land,Commercial,Naif,225.07
30-05-2010,8034400,COMPLETED,Land,Residential,Al Qusais First,1357.13
30-05-2010,63112000,COMPLETED,Land,Industrial,Al Qusais Industrial Second,20940.34
30-05-2010,3195500,COMPLETED,Land,Residential,Um Suqaim First,418.66
2/6/10,16988250,COMPLETED,Land,Commercial,Port Saeed,2104.23
10/6/10,5395500,COMPLETED,Land,Commercial,Al Murqabat,568.79
10/6/10,37062500,COMPLETED,Land,Commercial,Port Saeed,2754.54
10/6/10,19365050,COMPLETED,Land,Residential Flats,Al Hebiah Fourth,4183.89
14-06-2010,3041002,COMPLETED,Unit,Flat,Burj Khalifa,405.31
22-02-2010,65000000,COMPLETED,Land,Commercial,Hor Al Anz,4663.24
4/2/10,8000000,COMPLETED,Land,Residential,Mirdif,1393.55
7/2/10,3800000,COMPLETED,Land,Industrial,Al Goze Industrial Fourth,1858.06
7/2/10,3163500,COMPLETED,Land,Industrial,Jabal Ali Industrial First,2938.99
8/2/10,11000000,COMPLETED,Land,Residential,Um Suqaim Third,946.22
25-02-2010,4014850,COMPLETED,Land,Industrial,Al Goze Industrial Third,1065.69
17-02-2010,20000000,COMPLETED,Land,Commercial,Mankhool,743.22
